Date,JPM,USB,WFC,CMA,C,BAC
29/07/1981,0.203408462,0,-1.173822526,0,-0.295451542,-0.748771288
30/07/1981,-0.203408462,0.432210054,0.394853944,0,0.295451542,0.376029655
31/07/1981,0.203408462,0,1.354192922,0.250336322,0,0
03/08/1981,-0.819413258,0,0.053954965,0,0,-1.137937398
04/08/1981,-1.365530125,0,0,0,0,-0.77557676
05/08/1981,0.94990797,0,0,0.496312401,0.584904315,0
06/08/1981,0.415622155,0,0.384326009,0.246081336,0.433572433,0.389519669
07/08/1981,0.30906213,0,-0.772083474,0.729916073,-0.144055785,0.386057091
10/08/1981,0.10255545,0,0.387757465,0,0,0.382593815
11/08/1981,1.01238769,0.427951048,0.9545123,0.240592697,-0.727503302,0.755343583
12/08/1981,0.596311559,0.42335596,1.118516507,0,-0.294423915,0.742370968
13/08/1981,0.196951008,0,-0.742384965,0,-0.296401607,0
14/08/1981,0.391242603,-0.42335596,0.372778759,0,0.14845632,-0.742370968
17/08/1981,-1.284694862,-0.427951048,-0.372778759,0,-0.297475281,0
18/08/1981,-0.707810781,0.427951048,0.742384965,0,-0.752694073,-0.755343583
19/08/1981,-0.306942666,0,-0.369606207,0,-0.304765403,0
20/08/1981,0.510351128,0,-0.7489103,0,-0.153185732,-0.768650906
21/08/1981,-0.203408462,0,-1.342269766,0,-1.245380402,0
24/08/1981,-1.031626951,0,-0.39125075,-0.240592697,-0.47636998,-0.389519669
25/08/1981,-0.843325808,-0.427951048,-2.010938579,-0.975997409,1.103529658,-0.789679486
26/08/1981,0.106298869,-0.868764737,0,0,0.464470704,-0.804238847
27/08/1981,0.106061635,0.436554684,0,-0.247447221,-0.464470704,0.40401361
28/08/1981,0.630965304,-0.877542231,0.815582675,0,0,0
31/08/1981,-0.314347863,0.440987547,0.800548355,-0.499201503,-0.785379258,0
